timestamp,SYM00,SYM01,SYM02,SYM03,SYM04,SYM05
2021-01-04 00:00:00+00:00,28.3634,101.7775,178.7972,185.3743,85.8506,180.7609
2021-01-05 00:00:00+00:00,28.3737,101.9724,180.9611,181.3325,88.1679,179.7139
2021-01-06 00:00:00+00:00,28.9042,101.9934,180.2537,182.0514,89.4833,179.6626
2021-01-07 00:00:00+00:00,28.6382,102.4772,177.5161,177.5222,90.0493,178.1286
2021-01-08 00:00:00+00:00,27.9045,101.9361,175.3399,174.69,87.6081,179.0342
2021-01-11 00:00:00+00:00,28.2994,100.9609,173.4336,175.9239,88.785,176.835
2021-01-12 00:00:00+00:00,28.4077,102.6339,173.6468,173.6949,89.7126,178.9192
2021-01-13 00:00:00+00:00,29.1466,101.105,171.7859,171.5675,86.9911,178.3848
2021-01-14 00:00:00+00:00,29.1236,100.0098,175.0246,172.8761,87.8917,180.0679
2021-01-15 00:00:00+00:00,29.6666,97.6283,177.4061,174.714,85.2211,180.8184
2021-01-18 00:00:00+00:00,29.589,99.2931,175.8519,175.7882,85.6833,177.4902
2021-01-19 00:00:00+00:00,29.8821,98.528,176.5761,173.3129,87.419,179.6996
2021-01-20 00:00:00+00:00,29.7981,100.1428,180.5172,178.1685,85.5697,181.5243
2021-01-21 00:00:00+00:00,29.9593,99.4564,177.8859,181.3548,83.9624,184.2501
2021-01-22 00:00:00+00:00,30.6672,97.7376,177.0583,178.94,84.1931,187.7546
2021-01-25 00:00:00+00:00,31.6625,94.9848,176.6018,181.1715,86.6369,188.8183
2021-01-26 00:00:00+00:00,31.0452,94.9097,175.6647,180.4149,85.298,190.6873
2021-01-27 00:00:00+00:00,31.4276,94.6753,175.5808,175.8831,84.5351,194.6121
2021-01-28 00:00:00+00:00,31.3199,92.9812,178.4836,178.7045,87.2911,193.4968
2021-01-29 00:00:00+00:00,30.9755,90.6539,183.0369,184.4634,86.8414,192.0144
2021-02-01 00:00:00+00:00,31.2783,90.0547,181.4232,184.0058,86.3589,195.5758
2021-02-02 00:00:00+00:00,31.2364,90.8671,181.412,184.7293,83.7833,192.0926
2021-02-03 00:00:00+00:00,31.9213,90.0359,182.0615,187.1241,85.8732,194.4796
2021-02-04 00:00:00+00:00,32.2219,89.6818,180.8974,185.1363,85.3067,191.6975
2021-02-05 00:00:00+00:00,32.0737,89.4175,181.8715,184.2619,82.5848,191.4484
2021-02-08 00:00:00+00:00,32.2113,90.9825,182.9377,182.1961,81.7601,197.9375
2021-02-09 00:00:00+00:00,32.7656,93.4767,188.5758,180.8274,81.9192,199.2139
2021-02-10 00:00:00+00:00,32.8295,94.2208,189.5418,181.1328,80.4169,197.6109
2021-02-11 00:00:00+00:00,32.666,94.4959,187.6717,182.9237,81.077,200.2908
2021-02-12 00:00:00+00:00,32.7124,94.4654,186.8443,182.1926,80.4438,200.7476
2021-02-15 00:00:00+00:00,32.7971,95.2154,183.3305,185.136,79.3379,198.684
2021-02-16 00:00:00+00:00,32.7109,94.128,185.2588,182.5741,78.3127,196.6146
2021-02-17 00:00:00+00:00,33.6334,94.0646,182.0948,183.5267,76.1921,202.3731
2021-02-18 00:00:00+00:00,32.827,94.9715,183.0481,178.6633,76.0458,205.5661
2021-02-19 00:00:00+00:00,33.0098,95.7388,185.0558,180.1323,77.0991,205.8794
2021-02-22 00:00:00+00:00,33.5179,93.6751,187.1848,177.7375,75.2929,205.6186
2021-02-23 00:00:00+00:00,34.1262,94.9058,187.3136,179.8425,74.8847,206.1334
2021-02-24 00:00:00+00:00,34.4072,92.3902,186.9445,177.3998,73.6219,201.4493
2021-02-25 00:00:00+00:00,33.4951,90.6272,189.3163,181.9947,73.677,204.9704
2021-02-26 00:00:00+00:00,33.5931,87.8014,189.2735,182.3395,73.4943,206.6712
