timestamp,SYM00,SYM01,SYM02,SYM03,SYM04,SYM05
2021-01-04 00:00:00+00:00,28.1616,101.1135,177.8254,184.545,85.3622,179.6891
2021-01-05 00:00:00+00:00,28.0477,101.4301,177.0571,185.0875,85.5923,179.8552
2021-01-06 00:00:00+00:00,28.3155,101.235,179.9363,179.765,87.7053,179.0539
2021-01-07 00:00:00+00:00,28.7122,101.2615,178.4097,181.0645,88.7017,178.6312
2021-01-08 00:00:00+00:00,28.5386,102.2513,176.3503,176.6834,89.5627,177.5167
2021-01-11 00:00:00+00:00,27.7893,101.1689,174.9486,173.8038,87.5512,177.3594
2021-01-12 00:00:00+00:00,28.2065,100.3748,173.6359,174.6116,88.4031,176.1238
2021-01-13 00:00:00+00:00,28.4326,102.4943,173.0098,173.0864,88.6355,177.0255
2021-01-14 00:00:00+00:00,28.8495,100.1153,171.3533,170.7365,86.6426,177.8482
2021-01-15 00:00:00+00:00,29.0561,99.037,174.2872,172.9974,87.5434,178.9912
2021-01-18 00:00:00+00:00,29.6015,97.01,176.048,174.4814,84.9816,179.5622
2021-01-19 00:00:00+00:00,29.4926,98.6579,175.5007,174.4321,85.6316,177.8249
2021-01-20 00:00:00+00:00,29.6822,98.3721,176.9251,172.9646,86.9862,179.0924
2021-01-21 00:00:00+00:00,29.6665,99.3575,179.9155,178.0389,84.8058,181.2084
2021-01-22 00:00:00+00:00,29.8542,98.9578,176.7239,180.8249,83.3463,183.0419
2021-01-25 00:00:00+00:00,30.3768,96.8562,177.031,177.7208,84.0363,187.4598
2021-01-26 00:00:00+00:00,31.3131,94.2332,174.6088,179.9713,85.6513,189.0757
2021-01-27 00:00:00+00:00,31.0762,94.3385,175.2182,179.7393,84.7914,190.0873
2021-01-28 00:00:00+00:00,31.0781,94.6562,173.8184,175.9671,84.0239,192.1991
2021-01-29 00:00:00+00:00,31.1321,93.0296,177.7474,177.5311,87.0712,193.3113
2021-02-01 00:00:00+00:00,30.9371,90.9325,181.1164,184.4459,86.0631,191.0605
2021-02-02 00:00:00+00:00,31.2836,89.8798,180.5211,183.9477,86.2787,194.7543
2021-02-03 00:00:00+00:00,31.3224,90.7053,179.8932,184.7712,83.7723,191.1374
2021-02-04 00:00:00+00:00,31.5533,89.488,181.7875,185.4519,85.2236,192.878
2021-02-05 00:00:00+00:00,32.1525,89.2911,180.1219,183.4623,84.5283,190.1426
2021-02-08 00:00:00+00:00,32.0162,89.0449,180.2543,182.9126,82.1985,190.3313
2021-02-09 00:00:00+00:00,32.0579,90.7147,181.7547,181.4905,81.1679,195.8447
2021-02-10 00:00:00+00:00,32.4885,93.1836,188.7274,178.9908,81.6472,198.2106
2021-02-11 00:00:00+00:00,32.6627,93.4707,188.12,179.6384,80.1063,197.4641
2021-02-12 00:00:00+00:00,32.5441,93.8634,186.4644,180.572,80.795,198.4563
2021-02-15 00:00:00+00:00,32.5668,94.1821,185.6686,181.4402,80.1897,199.4186
2021-02-16 00:00:00+00:00,32.6184,94.898,182.2505,183.8177,78.7846,198.0637
2021-02-17 00:00:00+00:00,32.6327,93.8085,183.1796,182.089,77.3447,195.3442
2021-02-18 00:00:00+00:00,33.2804,94.038,179.9439,182.744,75.7146,200.4912
2021-02-19 00:00:00+00:00,32.6819,94.862,181.8257,177.9382,76.032,203.9029
2021-02-22 00:00:00+00:00,32.8335,95.1754,184.7131,178.7228,76.3989,204.0231
2021-02-23 00:00:00+00:00,33.2536,93.6908,186.7381,177.3699,75.3838,205.5548
2021-02-24 00:00:00+00:00,34.0621,95.2772,185.585,178.8022,74.5192,204.8314
2021-02-25 00:00:00+00:00,34.1195,91.7112,186.184,176.1857,73.4691,200.6374
2021-02-26 00:00:00+00:00,33.4986,90.2182,188.4881,181.6919,73.3513,204.9112
