timestamp,SYM00,SYM01,SYM02,SYM03,SYM04,SYM05
2021-01-04 00:00:00+00:00,28.1023,101.3654,177.4731,184.6995,85.719,179.7271
2021-01-05 00:00:00+00:00,28.3492,101.3004,179.5085,179.6877,87.7746,179.5032
2021-01-06 00:00:00+00:00,28.6457,101.1133,178.5263,180.9764,88.8847,178.9945
2021-01-07 00:00:00+00:00,28.5858,102.1791,176.246,176.9472,89.4308,177.2385
2021-01-08 00:00:00+00:00,27.7797,100.9592,175.0492,173.8431,87.4684,177.3714
2021-01-11 00:00:00+00:00,28.1618,100.6269,173.1422,174.8849,88.4322,176.6104
2021-01-12 00:00:00+00:00,28.3985,102.2338,172.64,172.7983,88.9124,177.3028
2021-01-13 00:00:00+00:00,28.8762,100.3028,170.9694,170.6736,86.6469,177.6749
2021-01-14 00:00:00+00:00,29.1115,99.2173,174.595,172.8254,87.4836,178.7845
2021-01-15 00:00:00+00:00,29.5378,97.2741,176.2455,174.43,85.2115,179.7535
2021-01-18 00:00:00+00:00,29.4329,98.4408,175.1236,174.4171,85.6679,177.4418
2021-01-19 00:00:00+00:00,29.7043,98.3056,176.4574,173.0918,87.0926,179.0958
2021-01-20 00:00:00+00:00,29.631,99.2617,179.8594,177.841,85.078,181.5204
2021-01-21 00:00:00+00:00,29.8444,99.1419,177.1994,181.2627,83.4996,183.1072
2021-01-22 00:00:00+00:00,30.439,96.8107,176.4324,177.7733,83.8226,187.3517
2021-01-25 00:00:00+00:00,31.3834,94.2815,174.9524,179.6953,85.8493,188.5769
2021-01-26 00:00:00+00:00,31.0403,94.7216,174.9437,179.1828,84.9257,189.7134
2021-01-27 00:00:00+00:00,31.1902,94.6085,174.3978,175.7975,84.3254,193.2165
2021-01-28 00:00:00+00:00,31.1074,92.6058,177.9595,177.2368,87.0519,193.4365
2021-01-29 00:00:00+00:00,30.8991,90.6347,181.5649,184.2382,86.0038,191.6063
2021-02-01 00:00:00+00:00,31.1829,89.5308,180.8657,183.3105,86.269,194.8179
2021-02-02 00:00:00+00:00,31.2285,90.664,179.777,184.2121,83.557,190.7966
2021-02-03 00:00:00+00:00,31.6419,89.7703,181.3789,185.7963,85.1983,193.2932
2021-02-04 00:00:00+00:00,32.1644,89.5201,179.5366,183.8369,84.5489,190.2142
2021-02-05 00:00:00+00:00,31.9392,89.2985,180.2663,182.9892,82.1115,190.1518
2021-02-08 00:00:00+00:00,32.0877,90.6713,181.891,181.3207,81.1845,196.1018
2021-02-09 00:00:00+00:00,32.4903,93.1159,187.876,179.1668,81.5972,197.6324
2021-02-10 00:00:00+00:00,32.7991,93.7977,188.5683,179.6795,79.7173,197.3097
2021-02-11 00:00:00+00:00,32.4656,93.9051,187.3877,181.4115,80.6308,198.3829
2021-02-12 00:00:00+00:00,32.6516,93.9721,186.2419,181.0295,79.9576,199.7241
2021-02-15 00:00:00+00:00,32.6909,94.738,182.6506,183.5014,78.9734,197.7443
2021-02-16 00:00:00+00:00,32.6266,93.8897,183.5083,182.0026,77.6386,195.4521
2021-02-17 00:00:00+00:00,33.3068,93.9106,180.3962,182.1199,75.7618,200.9486
2021-02-18 00:00:00+00:00,32.5915,94.5476,181.8941,178.2559,76.0296,204.1848
2021-02-19 00:00:00+00:00,32.854,94.8796,184.5685,178.6708,76.346,204.0469
2021-02-22 00:00:00+00:00,33.1977,93.5263,186.8763,177.3327,75.0217,205.3816
2021-02-23 00:00:00+00:00,34.0748,94.8882,185.5815,179.1954,74.4188,205.2007
2021-02-24 00:00:00+00:00,34.1534,91.6514,186.2312,176.4552,73.5502,200.8758
2021-02-25 00:00:00+00:00,33.4206,90.3485,188.704,180.9542,73.4327,204.3026
2021-02-26 00:00:00+00:00,33.3162,87.7907,189.2636,182.2354,72.8636,205.3697
